ctname,rfgrp,popuni,ctname,stname,STABREV,state_deaths
"Stark County, IL",13.799999999999999,5425,Stark County,Illinois,IL,8459.0
"Stark County, ND",41.400000000000006,30902,Stark County,North Dakota,ND,375.0
"Stark County, OH",400.2000000000005,367725,Stark County,Ohio,OH,4890.0
"Starke County, IN",36.800000000000004,22935,Starke County,Indiana,IN,4116.0
"Starr County, TX",73.6,63906,Starr County,Texas,TX,17706.0
"Staunton city, VA",32.2,24478,Staunton city,Virginia,VA,3466.0
"Ste. Genevieve County, MO",23.0,17819,Ste. Genevieve County,Missouri,MO,2814.0
"Stearns County, MN",137.99999999999991,154047,Stearns County,Minnesota,MN,2289.0
"Steele County, MN",41.400000000000006,36685,Steele County,Minnesota,MN,2289.0
"Steele County, ND",9.2,1903,Steele County,North Dakota,ND,375.0
"Stephens County, GA",27.6,25296,Stephens County,Georgia,GA,6746.0
"Stephens County, OK",55.20000000000001,43123,Stephens County,Oklahoma,OK,1418.0
"Stephens County, TX",18.4,8799,Stephens County,Texas,TX,17706.0
"Stephenson County, IL",64.4,44608,Stephenson County,Illinois,IL,8459.0
"Sterling County, TX",9.2,1311,Sterling County,Texas,TX,17706.0
"Steuben County, IN",46.00000000000001,33458,Steuben County,Indiana,IN,4116.0
"Steuben County, NY",142.5999999999999,95314,Steuben County,New York,NY,11847.0
"Stevens County, KS",13.799999999999999,5546,Stevens County,Kansas,KS,962.0
"Stevens County, MN",18.4,8910,Stevens County,Minnesota,MN,2289.0
"Stevens County, WA",59.80000000000001,45223,Stevens County,Washington,WA,2056.0
"Stewart County, GA",13.799999999999999,4726,Stewart County,Georgia,GA,6746.0
"Stewart County, TN",27.6,13534,Stewart County,Tennessee,TN,2959.0
"Stillwater County, MT",18.4,9534,Stillwater County,Montana,MT,252.0
"Stoddard County, MO",41.400000000000006,29141,Stoddard County,Missouri,MO,2814.0
"Stokes County, NC",46.00000000000001,45388,Stokes County,North Carolina,NC,2731.0
"Stone County, AR",18.4,12433,Stone County,Arkansas,AR,1622.0
"Stone County, MO",32.2,31721,Stone County,Missouri,MO,2814.0
"Stone County, MS",18.4,16960,Stone County,Mississippi,MS,3124.0
"Stonewall County, TX",9.2,1362,Stonewall County,Texas,TX,17706.0
"Storey County, NV",9.2,4024,Storey County,Nevada,NV,1625.0
"Story County, IA",96.59999999999997,87356,Story County,Iowa,IA,1638.0
"Strafford County, NH",119.59999999999994,121886,Strafford County,New Hampshire,NH,452.0
"Stutsman County, ND",32.2,19821,Stutsman County,North Dakota,ND,375.0
"Sublette County, WY",13.799999999999999,9795,Sublette County,Wyoming,WY,59.0
"Suffolk County, MA",943.0000000000032,768316,Suffolk County,Massachusetts,MA,8189.0
"Suffolk County, NY",1490.3999999999944,1468329,Suffolk County,New York,NY,11847.0
"Suffolk city, VA",133.39999999999992,90559,Suffolk city,Virginia,VA,3466.0
"Sullivan County, IN",27.6,18604,Sullivan County,Indiana,IN,4116.0
"Sullivan County, MO",18.4,6221,Sullivan County,Missouri,MO,2814.0
"Sullivan County, NH",50.60000000000001,43011,Sullivan County,New Hampshire,NH,452.0
"Sullivan County, NY",114.99999999999994,73851,Sullivan County,New York,NY,11847.0
"Sullivan County, PA",13.799999999999999,6071,Sullivan County,Pennsylvania,PA,8865.0
"Sullivan County, TN",183.99999999999986,156593,Sullivan County,Tennessee,TN,2959.0
"Sully County, SD",9.2,1392,Sully County,South Dakota,SD,376.0
"Summers County, WV",23.0,11862,Summers County,West Virginia,WV,352.0
"Summit County, CO",27.6,30956,Summit County,Colorado,CO,2094.0
"Summit County, OH",625.6000000000016,537837,Summit County,Ohio,OH,4890.0
"Summit County, UT",64.4,41865,Summit County,Utah,UT,582.0
"Sumner County, KS",32.2,22888,Sumner County,Kansas,KS,962.0
"Sumner County, TN",197.79999999999984,186590,Sumner County,Tennessee,TN,2959.0
"Sumter County, AL",23.0,11921,Sumter County,Alabama,AL,3770.0
"Sumter County, FL",91.99999999999997,120904,Sumter County,Florida,FL,16059.0
"Sumter County, GA",41.400000000000006,28346,Sumter County,Georgia,GA,6746.0
"Sumter County, SC",110.39999999999995,105124,Sumter County,South Carolina,SC,3620.0
"Sunflower County, MS",36.800000000000004,21911,Sunflower County,Mississippi,MS,3124.0
"Surry County, NC",105.79999999999995,71815,Surry County,North Carolina,NC,2731.0
"Surry County, VA",13.799999999999999,6474,Surry County,Virginia,VA,3466.0
"Susquehanna County, PA",55.20000000000001,40536,Susquehanna County,Pennsylvania,PA,8865.0
"Sussex County, DE",252.99999999999977,227857,Sussex County,Delaware,DE,596.0
"Sussex County, NJ",193.19999999999985,140560,Sussex County,New Jersey,NJ,14511.0
"Sussex County, VA",27.6,8789,Sussex County,Virginia,VA,3466.0
"Sutter County, CA",101.19999999999996,96604,Sutter County,California,CA,16663.0
"Sutton County, TX",9.2,3748,Sutton County,Texas,TX,17706.0
"Suwannee County, FL",36.800000000000004,42011,Suwannee County,Florida,FL,16059.0
"Swain County, NC",27.6,14220,Swain County,North Carolina,NC,2731.0
"Sweet Grass County, MT",9.2,3710,Sweet Grass County,Montana,MT,252.0
"Sweetwater County, WY",59.80000000000001,42563,Sweetwater County,Wyoming,WY,59.0
"Swift County, MN",23.0,9337,Swift County,Minnesota,MN,2289.0
"Swisher County, TX",18.4,6866,Swisher County,Texas,TX,17706.0
"Switzerland County, IN",18.4,10675,Switzerland County,Indiana,IN,4116.0
"Talbot County, GA",18.4,6272,Talbot County,Georgia,GA,6746.0
"Talbot County, MD",55.20000000000001,36880,Talbot County,Maryland,MD,4427.0
"Taliaferro County, GA",9.2,1608,Taliaferro County,Georgia,GA,6746.0
"Talladega County, AL",105.79999999999995,77873,Talladega County,Alabama,AL,3770.0
"Tallahatchie County, MS",23.0,11621,Tallahatchie County,Mississippi,MS,3124.0
"Tallapoosa County, AL",50.60000000000001,40351,Tallapoosa County,Alabama,AL,3770.0
"Tama County, IA",32.2,16890,Tama County,Iowa,IA,1638.0
"Taney County, MO",50.60000000000001,54631,Taney County,Missouri,MO,2814.0
"Tangipahoa Parish, LA",96.59999999999997,131069,Tangipahoa Parish,Louisiana,LA,5194.0
"Taos County, NM",32.2,32797,Taos County,New Mexico,NM,854.0
"Tarrant County, TX",1646.7999999999913,2069927,Tarrant County,Texas,TX,17706.0
"Tate County, MS",27.6,27584,Tate County,Mississippi,MS,3124.0
"Tattnall County, GA",27.6,20945,Tattnall County,Georgia,GA,6746.0
"Taylor County, FL",27.6,19312,Taylor County,Florida,FL,16059.0
"Taylor County, GA",18.4,7957,Taylor County,Georgia,GA,6746.0
"Taylor County, IA",18.4,6187,Taylor County,Iowa,IA,1638.0
"Taylor County, KY",27.6,24374,Taylor County,Kentucky,KY,1492.0
"Taylor County, TX",179.39999999999986,134890,Taylor County,Texas,TX,17706.0
"Taylor County, WI",32.2,20348,Taylor County,Wisconsin,WI,1675.0
"Taylor County, WV",23.0,16493,Taylor County,West Virginia,WV,352.0
"Tazewell County, IL",142.5999999999999,130948,Tazewell County,Illinois,IL,8459.0
"Tazewell County, VA",55.20000000000001,39471,Tazewell County,Virginia,VA,3466.0
"Tehama County, CA",55.20000000000001,63511,Tehama County,California,CA,16663.0
"Telfair County, GA",18.4,12865,Telfair County,Georgia,GA,6746.0
"Teller County, CO",32.2,25004,Teller County,Colorado,CO,2094.0
"Tensas Parish, LA",18.4,4446,Tensas Parish,Louisiana,LA,5194.0
"Terrebonne Parish, LA",105.79999999999995,110178,Terrebonne Parish,Louisiana,LA,5194.0
"Terrell County, GA",23.0,8423,Terrell County,Georgia,GA,6746.0
"Terrell County, TX",9.2,823,Terrell County,Texas,TX,17706.0
"Terry County, TX",18.4,11489,Terry County,Texas,TX,17706.0
"Teton County, ID",9.2,11640,Teton County,Idaho,ID,571.0
"Teton County, MT",18.4,6162,Teton County,Montana,MT,252.0
"Teton County, WY",23.0,23007,Teton County,Wyoming,WY,59.0
"Texas County, MO",23.0,23907,Texas County,Missouri,MO,2814.0
"Texas County, OK",27.6,19975,Texas County,Oklahoma,OK,1418.0
"Thayer County, NE",13.799999999999999,5036,Thayer County,Nebraska,NE,636.0
"Thomas County, GA",55.20000000000001,44282,Thomas County,Georgia,GA,6746.0
"Thomas County, KS",13.799999999999999,7474,Thomas County,Kansas,KS,962.0
"Thomas County, NE",9.2,720,Thomas County,Nebraska,NE,636.0
"Throckmorton County, TX",9.2,1515,Throckmorton County,Texas,TX,17706.0
"Thurston County, NE",13.799999999999999,7296,Thurston County,Nebraska,NE,636.0
"Thurston County, WA",234.5999999999998,284157,Thurston County,Washington,WA,2056.0
"Tift County, GA",46.00000000000001,39247,Tift County,Georgia,GA,6746.0
"Tillamook County, OR",46.00000000000001,26434,Tillamook County,Oregon,OR,596.0
"Tillman County, OK",27.6,7121,Tillman County,Oklahoma,OK,1418.0
"Tioga County, NY",50.60000000000001,48474,Tioga County,New York,NY,11847.0
"Tioga County, PA",50.60000000000001,39788,Tioga County,Pennsylvania,PA,8865.0
"Tippah County, MS",23.0,21732,Tippah County,Mississippi,MS,3124.0
"Tippecanoe County, IN",174.79999999999987,178779,Tippecanoe County,Indiana,IN,4116.0
"Tipton County, IN",23.0,15093,Tipton County,Indiana,IN,4116.0
"Tipton County, TN",64.4,60854,Tipton County,Tennessee,TN,2959.0
"Tishomingo County, MS",23.0,19342,Tishomingo County,Mississippi,MS,3124.0
"Titus County, TX",41.400000000000006,32866,Titus County,Texas,TX,17706.0
"Todd County, KY",23.0,12188,Todd County,Kentucky,KY,1492.0
"Todd County, MN",41.400000000000006,24516,Todd County,Minnesota,MN,2289.0
"Todd County, SD",13.799999999999999,10256,Todd County,South Dakota,SD,376.0
"Tolland County, CT",137.99999999999991,136868,Tolland County,Connecticut,CT,4492.0
"Tom Green County, TX",119.59999999999994,115909,Tom Green County,Texas,TX,17706.0
"Tompkins County, NY",110.39999999999995,90517,Tompkins County,New York,NY,11847.0
"Tooele County, UT",55.20000000000001,69730,Tooele County,Utah,UT,582.0
"Toole County, MT",18.4,4321,Toole County,Montana,MT,252.0
"Toombs County, GA",32.2,26867,Toombs County,Georgia,GA,6746.0
"Torrance County, NM",23.0,14985,Torrance County,New Mexico,NM,854.0
"Towner County, ND",9.2,2192,Towner County,North Dakota,ND,375.0
"Towns County, GA",18.4,10773,Towns County,Georgia,GA,6746.0
"Traill County, ND",23.0,7890,Traill County,North Dakota,ND,375.0
"Transylvania County, NC",36.800000000000004,33652,Transylvania County,North Carolina,NC,2731.0
"Traverse County, MN",13.799999999999999,3303,Traverse County,Minnesota,MN,2289.0
"Travis County, TX",1007.4000000000035,1232308,Travis County,Texas,TX,17706.0
"Treasure County, MT",9.2,679,Treasure County,Montana,MT,252.0
"Trego County, KS",9.2,2781,Trego County,Kansas,KS,962.0
"Trempealeau County, WI",41.400000000000006,29416,Trempealeau County,Wisconsin,WI,1675.0
"Treutlen County, GA",13.799999999999999,6518,Treutlen County,Georgia,GA,6746.0
"Trigg County, KY",27.6,14643,Trigg County,Kentucky,KY,1492.0
"Trimble County, KY",13.799999999999999,8515,Trimble County,Kentucky,KY,1492.0
"Trinity County, CA",27.6,12382,Trinity County,California,CA,16663.0
"Trinity County, TX",27.6,14736,Trinity County,Texas,TX,17706.0
"Tripp County, SD",13.799999999999999,5425,Tripp County,South Dakota,SD,376.0
"Troup County, GA",69.0,68044,Troup County,Georgia,GA,6746.0
"Trousdale County, TN",13.799999999999999,8537,Trousdale County,Tennessee,TN,2959.0
"Trumbull County, OH",257.5999999999998,197518,Trumbull County,Ohio,OH,4890.0
"Tucker County, WV",18.4,6850,Tucker County,West Virginia,WV,352.0
"Tulare County, CA",363.4000000000003,463893,Tulare County,California,CA,16663.0
"Tulsa County, OK",809.6000000000025,643207,Tulsa County,Oklahoma,OK,1418.0
"Tunica County, MS",18.4,9897,Tunica County,Mississippi,MS,3124.0
"Tuolumne County, CA",55.20000000000001,51520,Tuolumne County,California,CA,16663.0
"Turner County, GA",13.799999999999999,7649,Turner County,Georgia,GA,6746.0
"Turner County, SD",13.799999999999999,8424,Turner County,South Dakota,SD,376.0
"Tuscaloosa County, AL",220.7999999999998,199860,Tuscaloosa County,Alabama,AL,3770.0
"Tuscarawas County, OH",101.19999999999996,92029,Tuscarawas County,Ohio,OH,4890.0
"Tuscola County, MI",69.0,52202,Tuscola County,Michigan,MI,6581.0
"Twiggs County, GA",13.799999999999999,8188,Twiggs County,Georgia,GA,6746.0
"Twin Falls County, ID",69.0,85624,Twin Falls County,Idaho,ID,571.0
"Tyler County, TX",27.6,19818,Tyler County,Texas,TX,17706.0
"Tyler County, WV",18.4,8746,Tyler County,West Virginia,WV,352.0
"Tyrrell County, NC",9.2,3509,Tyrrell County,North Carolina,NC,2731.0
"Uinta County, WY",18.4,20256,Uinta County,Wyoming,WY,59.0
"Uintah County, UT",32.2,35337,Uintah County,Utah,UT,582.0
"Ulster County, NY",220.7999999999998,172715,Ulster County,New York,NY,11847.0
"Umatilla County, OR",73.6,73950,Umatilla County,Oregon,OR,596.0
"Unicoi County, TN",23.0,17709,Unicoi County,Tennessee,TN,2959.0
"Union County, AR",50.60000000000001,38940,Union County,Arkansas,AR,1622.0
"Union County, FL",18.4,10310,Union County,Florida,FL,16059.0
"Union County, GA",32.2,23840,Union County,Georgia,GA,6746.0
"Union County, IA",23.0,12132,Union County,Iowa,IA,1638.0
"Union County, IL",27.6,16841,Union County,Illinois,IL,8459.0
"Union County, IN",13.799999999999999,7019,Union County,Indiana,IN,4116.0
"Union County, KY",23.0,14462,Union County,Kentucky,KY,1492.0
"Union County, MS",32.2,28508,Union County,Mississippi,MS,3124.0
"Union County, NC",193.19999999999985,234089,Union County,North Carolina,NC,2731.0
"Union County, NJ",501.400000000001,555853,Union County,New Jersey,NJ,14511.0
"Union County, NM",9.2,3485,Union County,New Mexico,NM,854.0
"Union County, OH",50.60000000000001,55253,Union County,Ohio,OH,4890.0
"Union County, OR",41.400000000000006,26070,Union County,Oregon,OR,596.0
"Union County, PA",50.60000000000001,36920,Union County,Pennsylvania,PA,8865.0
"Union County, SC",46.00000000000001,27171,Union County,South Carolina,SC,3620.0
"Union County, SD",18.4,15606,Union County,South Dakota,SD,376.0
"Union County, TN",23.0,19617,Union County,Tennessee,TN,2959.0
"Union Parish, LA",32.2,21990,Union Parish,Louisiana,LA,5194.0
"Upshur County, TX",36.800000000000004,41118,Upshur County,Texas,TX,17706.0
"Upshur County, WV",32.2,23344,Upshur County,West Virginia,WV,352.0
"Upson County, GA",36.800000000000004,26087,Upson County,Georgia,GA,6746.0
"Upton County, TX",13.799999999999999,3638,Upton County,Texas,TX,17706.0
"Utah County, UT",593.4000000000015,611864,Utah County,Utah,UT,582.0
"Uvalde County, TX",27.6,26487,Uvalde County,Texas,TX,17706.0
"Val Verde County, TX",50.60000000000001,48029,Val Verde County,Texas,TX,17706.0
"Valdez-Cordova Census Area, AK",18.4,9137,Valdez-Cordova Census Area,Alaska,AK,55.0
"Valencia County, NM",87.39999999999998,75056,Valencia County,New Mexico,NM,854.0
"Valley County, ID",18.4,11002,Valley County,Idaho,ID,571.0
"Valley County, MT",18.4,7430,Valley County,Montana,MT,252.0
"Valley County, NE",13.799999999999999,4185,Valley County,Nebraska,NE,636.0
"Van Buren County, AR",27.6,16553,Van Buren County,Arkansas,AR,1622.0
"Van Buren County, IA",13.799999999999999,7019,Van Buren County,Iowa,IA,1638.0
"Van Buren County, MI",78.19999999999999,75300,Van Buren County,Michigan,MI,6581.0
"Van Buren County, TN",13.799999999999999,5744,Van Buren County,Tennessee,TN,2959.0
"Van Wert County, OH",46.00000000000001,28154,Van Wert County,Ohio,OH,4890.0
"Van Zandt County, TX",50.60000000000001,55870,Van Zandt County,Texas,TX,17706.0
"Vance County, NC",50.60000000000001,44457,Vance County,North Carolina,NC,2731.0
"Vanderburgh County, IN",229.9999999999998,176799,Vanderburgh County,Indiana,IN,4116.0
"Venango County, PA",78.19999999999999,50886,Venango County,Pennsylvania,PA,8865.0
"Ventura County, CA",805.0000000000025,845869,Ventura County,California,CA,16663.0
"Vermilion County, IL",114.99999999999994,74725,Vermilion County,Illinois,IL,8459.0
"Vermilion Parish, LA",64.4,59830,Vermilion Parish,Louisiana,LA,5194.0
"Vermillion County, IN",27.6,15479,Vermillion County,Indiana,IN,4116.0
"Vernon County, MO",32.2,20052,Vernon County,Missouri,MO,2814.0
"Vernon County, WI",36.800000000000004,30716,Vernon County,Wisconsin,WI,1675.0
"Vernon Parish, LA",59.80000000000001,48754,Vernon Parish,Louisiana,LA,5194.0
"Victoria County, TX",110.39999999999995,91095,Victoria County,Texas,TX,17706.0
"Vigo County, IN",133.39999999999992,99084,Vigo County,Indiana,IN,4116.0
"Vilas County, WI",27.6,21832,Vilas County,Wisconsin,WI,1675.0
"Vinton County, OH",18.4,13139,Vinton County,Ohio,OH,4890.0
"Virginia Beach city, VA",464.6000000000008,447226,Virginia Beach city,Virginia,VA,3466.0
"Volusia County, FL",529.0000000000011,537723,Volusia County,Florida,FL,16059.0
"Wabash County, IL",23.0,11549,Wabash County,Illinois,IL,8459.0
"Wabash County, IN",41.400000000000006,30170,Wabash County,Indiana,IN,4116.0
"Wabasha County, MN",32.2,21630,Wabasha County,Minnesota,MN,2289.0
"Wabaunsee County, KS",13.799999999999999,6899,Wabaunsee County,Kansas,KS,962.0
"Wadena County, MN",18.4,13747,Wadena County,Minnesota,MN,2289.0
"Wagoner County, OK",105.79999999999995,80030,Wagoner County,Oklahoma,OK,1418.0
"Wahkiakum County, WA",9.2,4420,Wahkiakum County,Washington,WA,2056.0
"Wake County, NC",864.8000000000028,1075148,Wake County,North Carolina,NC,2731.0
"Wakulla County, FL",27.6,29891,Wakulla County,Florida,FL,16059.0
"Waldo County, ME",41.400000000000006,39242,Waldo County,Maine,ME,168.0
"Walker County, AL",87.39999999999998,63347,Walker County,Alabama,AL,3770.0
"Walker County, GA",64.4,68563,Walker County,Georgia,GA,6746.0
"Walker County, TX",50.60000000000001,55868,Walker County,Texas,TX,17706.0
"Walla Walla County, WA",59.80000000000001,56628,Walla Walla County,Washington,WA,2056.0
"Wallace County, KS",9.2,1503,Wallace County,Kansas,KS,962.0
"Waller County, TX",32.2,49270,Waller County,Texas,TX,17706.0
"Wallowa County, OR",18.4,7081,Wallowa County,Oregon,OR,596.0
"Walsh County, ND",32.2,10649,Walsh County,North Dakota,ND,375.0
"Walthall County, MS",18.4,14463,Walthall County,Mississippi,MS,3124.0
"Walton County, FL",59.80000000000001,69572,Walton County,Florida,FL,16059.0
"Walton County, GA",73.6,93056,Walton County,Georgia,GA,6746.0
"Walworth County, SD",13.799999999999999,5575,Walworth County,South Dakota,SD,376.0
"Walworth County, WI",105.79999999999995,101394,Walworth County,Wisconsin,WI,1675.0
"Wapello County, IA",55.20000000000001,34683,Wapello County,Iowa,IA,1638.0
"Ward County, ND",64.4,67117,Ward County,North Dakota,ND,375.0
"Ward County, TX",18.4,11649,Ward County,Texas,TX,17706.0
"Ware County, GA",46.00000000000001,33755,Ware County,Georgia,GA,6746.0
"Warren County, GA",13.799999999999999,5251,Warren County,Georgia,GA,6746.0
"Warren County, IA",59.80000000000001,49975,Warren County,Iowa,IA,1638.0
"Warren County, IL",27.6,16178,Warren County,Illinois,IL,8459.0
