ctname,rfgrp,popuni,stname,STABREV,state_deaths,county_name
"Graham County, AZ",46.00000000000001,35498,Arizona,AZ,5227.0,Graham County
"Graham County, KS",13.799999999999999,2492,Kansas,KS,962.0,Graham County
"Graham County, NC",18.4,8478,North Carolina,NC,2731.0,Graham County
"Grainger County, TN",27.6,23120,Tennessee,TN,2959.0,Grainger County
"Grand County, CO",18.4,15492,Colorado,CO,2094.0,Grand County
"Grand County, UT",13.799999999999999,9730,Utah,UT,582.0,Grand County
"Grand Forks County, ND",87.39999999999998,68121,North Dakota,ND,375.0,Grand Forks County
"Grand Isle County, VT",13.799999999999999,7090,Vermont,VT,62.0,Grand Isle County
"Grand Traverse County, MI",82.79999999999998,92083,Michigan,MI,6581.0,Grand Traverse County
"Granite County, MT",9.2,3377,Montana,MT,252.0,Granite County
"Grant County, AR",23.0,18125,Arkansas,AR,1622.0,Grant County
"Grant County, IN",78.19999999999999,61950,Indiana,IN,4116.0,Grant County
"Grant County, KS",13.799999999999999,7314,Kansas,KS,962.0,Grant County
"Grant County, KY",23.0,24834,Kentucky,KY,1492.0,Grant County
"Grant County, MN",13.799999999999999,6021,Minnesota,MN,2289.0,Grant County
"Grant County, ND",9.2,2374,North Dakota,ND,375.0,Grant County
"Grant County, NE",9.2,660,Nebraska,NE,636.0,Grant County
"Grant County, NM",41.400000000000006,27056,New Mexico,NM,854.0,Grant County
"Grant County, OK",13.799999999999999,4310,Oklahoma,OK,1418.0,Grant County
"Grant County, OR",13.799999999999999,7176,Oregon,OR,596.0,Grant County
"Grant County, SD",13.799999999999999,7133,South Dakota,SD,376.0,Grant County
"Grant County, WA",78.19999999999999,96793,Washington,WA,2056.0,Grant County
"Grant County, WI",59.80000000000001,47859,Wisconsin,WI,1675.0,Grant County
"Grant County, WV",18.4,11626,West Virginia,WV,352.0,Grant County
"Grant Parish, LA",27.6,19716,Louisiana,LA,5194.0,Grant Parish
"Granville County, NC",64.4,57097,North Carolina,NC,2731.0,Granville County
"Gratiot County, MI",50.60000000000001,35829,Michigan,MI,6581.0,Gratiot County
"Graves County, KY",46.00000000000001,37175,Kentucky,KY,1492.0,Graves County
"Gray County, KS",13.799999999999999,6033,Kansas,KS,962.0,Gray County
"Gray County, TX",36.800000000000004,20268,Texas,TX,17706.0,Gray County
"Grays Harbor County, WA",82.79999999999998,71765,Washington,WA,2056.0,Grays Harbor County
"Grayson County, KY",36.800000000000004,25719,Kentucky,KY,1492.0,Grayson County
"Grayson County, TX",124.19999999999993,132713,Texas,TX,17706.0,Grayson County
"Grayson County, VA",27.6,14741,Virginia,VA,3466.0,Grayson County
"Greeley County, KS",9.2,1227,Kansas,KS,962.0,Greeley County
"Greeley County, NE",9.2,2356,Nebraska,NE,636.0,Greeley County
"Green County, KY",23.0,11049,Kentucky,KY,1492.0,Green County
"Green County, WI",41.400000000000006,36881,Wisconsin,WI,1675.0,Green County
"Green Lake County, WI",32.2,18852,Wisconsin,WI,1675.0,Green Lake County
"Greenbrier County, WV",36.800000000000004,34508,West Virginia,WV,352.0,Greenbrier County
"Greene County, AL",18.4,8233,Alabama,AL,3770.0,Greene County
"Greene County, AR",46.00000000000001,45082,Arkansas,AR,1622.0,Greene County
"Greene County, GA",36.800000000000004,17628,Georgia,GA,6746.0,Greene County
"Greene County, IA",23.0,8978,Iowa,IA,1638.0,Greene County
"Greene County, IL",27.6,12841,Illinois,IL,8459.0,Greene County
"Greene County, IN",46.00000000000001,31899,Indiana,IN,4116.0,Greene County
"Greene County, MO",289.79999999999995,283430,Missouri,MO,2814.0,Greene County
"Greene County, MS",13.799999999999999,11095,Mississippi,MS,3124.0,Greene County
"Greene County, NC",23.0,18597,North Carolina,NC,2731.0,Greene County
"Greene County, NY",73.6,44856,New York,NY,11847.0,Greene County
"Greene County, OH",165.59999999999988,161861,Ohio,OH,4890.0,Greene County
"Greene County, PA",46.00000000000001,33868,Pennsylvania,PA,8865.0,Greene County
"Greene County, TN",73.6,68039,Tennessee,TN,2959.0,Greene County
"Greene County, VA",18.4,19779,Virginia,VA,3466.0,Greene County
"Greenlee County, AZ",18.4,9451,Arizona,AZ,5227.0,Greenlee County
"Greensville County, VA",18.4,8214,Virginia,VA,3466.0,Greensville County
"Greenup County, KY",46.00000000000001,35138,Kentucky,KY,1492.0,Greenup County
"Greenville County, SC",515.2000000000011,506003,South Carolina,SC,3620.0,Greenville County
"Greenwood County, KS",18.4,6029,Kansas,KS,962.0,Greenwood County
"Greenwood County, SC",69.0,68750,South Carolina,SC,3620.0,Greenwood County
"Greer County, OK",13.799999999999999,4755,Oklahoma,OK,1418.0,Greer County
"Gregg County, TX",119.59999999999994,121561,Texas,TX,17706.0,Gregg County
"Gregory County, SD",13.799999999999999,4212,South Dakota,SD,376.0,Gregory County
"Grenada County, MS",27.6,20908,Mississippi,MS,3124.0,Grenada County
"Griggs County, ND",9.2,2232,North Dakota,ND,375.0,Griggs County
"Grimes County, TX",32.2,25666,Texas,TX,17706.0,Grimes County
"Grundy County, IA",23.0,12304,Iowa,IA,1638.0,Grundy County
"Grundy County, IL",50.60000000000001,50946,Illinois,IL,8459.0,Grundy County
"Grundy County, MO",23.0,9778,Missouri,MO,2814.0,Grundy County
"Grundy County, TN",23.0,13302,Tennessee,TN,2959.0,Grundy County
"Guadalupe County, NM",9.2,3773,New Mexico,NM,854.0,Guadalupe County
"Guadalupe County, TX",137.99999999999991,162440,Texas,TX,17706.0,Guadalupe County
"Guernsey County, OH",50.60000000000001,38952,Ohio,OH,4890.0,Guernsey County
"Guilford County, NC",552.0000000000013,519031,North Carolina,NC,2731.0,Guilford County
"Gulf County, FL",23.0,13303,Florida,FL,16059.0,Gulf County
"Gunnison County, CO",23.0,16268,Colorado,CO,2094.0,Gunnison County
"Guthrie County, IA",18.4,10713,Iowa,IA,1638.0,Guthrie County
"Gwinnett County, GA",524.4000000000011,923918,Georgia,GA,6746.0,Gwinnett County
"Haakon County, SD",9.2,1918,South Dakota,SD,376.0,Haakon County
"Habersham County, GA",41.400000000000006,42875,Georgia,GA,6746.0,Habersham County
"Haines Borough, AK",9.2,2474,Alaska,AK,55.0,Haines Borough
"Hale County, AL",32.2,14672,Alabama,AL,3770.0,Hale County
"Hale County, TX",46.00000000000001,31281,Texas,TX,17706.0,Hale County
"Halifax County, NC",59.80000000000001,49558,North Carolina,NC,2731.0,Halifax County
"Halifax County, VA",46.00000000000001,33766,Virginia,VA,3466.0,Halifax County
"Hall County, GA",170.19999999999987,200627,Georgia,GA,6746.0,Hall County
"Hall County, NE",69.0,61379,Nebraska,NE,636.0,Hall County
"Hall County, TX",9.2,3022,Texas,TX,17706.0,Hall County
"Hamblen County, TN",59.80000000000001,64293,Tennessee,TN,2959.0,Hamblen County
"Hamilton County, FL",18.4,11744,Florida,FL,16059.0,Hamilton County
"Hamilton County, IA",27.6,14939,Iowa,IA,1638.0,Hamilton County
"Hamilton County, IL",18.4,8163,Illinois,IL,8459.0,Hamilton County
"Hamilton County, IN",183.99999999999986,329715,Indiana,IN,4116.0,Hamilton County
"Hamilton County, KS",9.2,2607,Kansas,KS,962.0,Hamilton County
"Hamilton County, NE",18.4,9269,Nebraska,NE,636.0,Hamilton County
"Hamilton County, NY",23.0,4434,New York,NY,11847.0,Hamilton County
"Hamilton County, OH",1025.8000000000036,804482,Ohio,OH,4890.0,Hamilton County
"Hamilton County, TN",381.8000000000004,358163,Tennessee,TN,2959.0,Hamilton County
"Hamilton County, TX",18.4,8467,Texas,TX,17706.0,Hamilton County
"Hamlin County, SD",13.799999999999999,6111,South Dakota,SD,376.0,Hamlin County
"Hampden County, MA",478.4000000000009,461297,Massachusetts,MA,8189.0,Hampden County
"Hampshire County, MA",170.19999999999987,140353,Massachusetts,MA,8189.0,Hampshire County
"Hampshire County, WV",27.6,23121,West Virginia,WV,352.0,Hampshire County
"Hampton County, SC",27.6,18089,South Carolina,SC,3620.0,Hampton County
"Hampton city, VA",160.9999999999999,131551,Virginia,VA,3466.0,Hampton city
"Hancock County, GA",13.799999999999999,7256,Georgia,GA,6746.0,Hancock County
"Hancock County, IA",23.0,10709,Iowa,IA,1638.0,Hancock County
"Hancock County, IL",36.800000000000004,17813,Illinois,IL,8459.0,Hancock County
"Hancock County, IN",50.60000000000001,76183,Indiana,IN,4116.0,Hancock County
"Hancock County, KY",18.4,8758,Kentucky,KY,1492.0,Hancock County
"Hancock County, ME",87.39999999999998,54398,Maine,ME,168.0,Hancock County
"Hancock County, MS",41.400000000000006,47248,Mississippi,MS,3124.0,Hancock County
"Hancock County, OH",64.4,75056,Ohio,OH,4890.0,Hancock County
"Hancock County, TN",13.799999999999999,6448,Tennessee,TN,2959.0,Hancock County
"Hancock County, WV",41.400000000000006,29094,West Virginia,WV,352.0,Hancock County
"Hand County, SD",13.799999999999999,3262,South Dakota,SD,376.0,Hand County
"Hanover County, VA",110.39999999999995,105725,Virginia,VA,3466.0,Hanover County
"Hansford County, TX",13.799999999999999,5460,Texas,TX,17706.0,Hansford County
"Hanson County, SD",9.2,3376,South Dakota,SD,376.0,Hanson County
"Haralson County, GA",27.6,29421,Georgia,GA,6746.0,Haralson County
"Hardee County, FL",32.2,25967,Florida,FL,16059.0,Hardee County
"Hardeman County, TN",32.2,21792,Tennessee,TN,2959.0,Hardeman County
"Hardeman County, TX",9.2,3916,Texas,TX,17706.0,Hardeman County
"Hardin County, IA",32.2,16376,Iowa,IA,1638.0,Hardin County
"Hardin County, IL",13.799999999999999,3910,Illinois,IL,8459.0,Hardin County
"Hardin County, KY",105.79999999999995,109638,Kentucky,KY,1492.0,Hardin County
"Hardin County, OH",36.800000000000004,29811,Ohio,OH,4890.0,Hardin County
"Hardin County, TN",32.2,25776,Tennessee,TN,2959.0,Hardin County
"Hardin County, TX",55.20000000000001,57204,Texas,TX,17706.0,Hardin County
"Harding County, NM",9.2,655,New Mexico,NM,854.0,Harding County
"Harding County, SD",9.2,1225,South Dakota,SD,376.0,Harding County
"Hardy County, WV",18.4,13775,West Virginia,WV,352.0,Hardy County
"Harford County, MD",266.79999999999984,253544,Maryland,MD,4427.0,Harford County
"Harlan County, KY",55.20000000000001,26217,Kentucky,KY,1492.0,Harlan County
"Harlan County, NE",9.2,3398,Nebraska,NE,636.0,Harlan County
"Harmon County, OK",9.2,2607,Oklahoma,OK,1418.0,Harmon County
"Harnett County, NC",128.79999999999993,131424,North Carolina,NC,2731.0,Harnett County
"Harney County, OR",13.799999999999999,7233,Oregon,OR,596.0,Harney County
"Harper County, KS",18.4,5506,Kansas,KS,962.0,Harper County
"Harper County, OK",13.799999999999999,3793,Oklahoma,OK,1418.0,Harper County
"Harris County, GA",27.6,34179,Georgia,GA,6746.0,Harris County
"Harris County, TX",3620.1999999999525,4669428,Texas,TX,17706.0,Harris County
"Harrison County, IA",27.6,14127,Iowa,IA,1638.0,Harrison County
"Harrison County, IN",32.2,40177,Indiana,IN,4116.0,Harrison County
"Harrison County, KY",27.6,18778,Kentucky,KY,1492.0,Harrison County
"Harrison County, MO",18.4,8400,Missouri,MO,2814.0,Harrison County
"Harrison County, MS",216.19999999999982,205581,Mississippi,MS,3124.0,Harrison County
"Harrison County, OH",27.6,15174,Ohio,OH,4890.0,Harrison County
"Harrison County, TX",69.0,65831,Texas,TX,17706.0,Harrison County
"Harrison County, WV",105.79999999999995,67352,West Virginia,WV,352.0,Harrison County
"Harrisonburg city, VA",55.20000000000001,46952,Virginia,VA,3466.0,Harrisonburg city
"Hart County, GA",27.6,25605,Georgia,GA,6746.0,Hart County
"Hart County, KY",27.6,18785,Kentucky,KY,1492.0,Hart County
"Hartford County, CT",1035.0000000000034,878210,Connecticut,CT,4492.0,Hartford County
"Hartley County, TX",9.2,4555,Texas,TX,17706.0,Hartley County
"Harvey County, KS",32.2,33426,Kansas,KS,962.0,Harvey County
"Haskell County, KS",9.2,3994,Kansas,KS,962.0,Haskell County
"Haskell County, OK",23.0,12668,Oklahoma,OK,1418.0,Haskell County
"Haskell County, TX",13.799999999999999,5322,Texas,TX,17706.0,Haskell County
"Hawaii County, HI",234.5999999999998,199144,Hawaii,HI,241.0,Hawaii County
"Hawkins County, TN",64.4,56383,Tennessee,TN,2959.0,Hawkins County
"Hayes County, NE",9.2,916,Nebraska,NE,636.0,Hayes County
"Hays County, TX",119.59999999999994,215485,Texas,TX,17706.0,Hays County
"Haywood County, NC",78.19999999999999,61941,North Carolina,NC,2731.0,Haywood County
"Haywood County, TN",32.2,17248,Tennessee,TN,2959.0,Haywood County
"Heard County, GA",18.4,11830,Georgia,GA,6746.0,Heard County
"Hemphill County, TX",9.2,3821,Texas,TX,17706.0,Hemphill County
"Hempstead County, AR",27.6,21690,Arkansas,AR,1622.0,Hempstead County
"Henderson County, IL",18.4,6709,Illinois,IL,8459.0,Henderson County
"Henderson County, KY",55.20000000000001,45047,Kentucky,KY,1492.0,Henderson County
"Henderson County, NC",128.79999999999993,116568,North Carolina,NC,2731.0,Henderson County
"Henderson County, TN",32.2,27771,Tennessee,TN,2959.0,Henderson County
"Henderson County, TX",82.79999999999998,81586,Texas,TX,17706.0,Henderson County
"Hendricks County, IN",101.19999999999996,163853,Indiana,IN,4116.0,Hendricks County
"Hendry County, FL",36.800000000000004,41366,Florida,FL,16059.0,Hendry County
"Hennepin County, MN",1379.9999999999966,1247863,Minnesota,MN,2289.0,Hennepin County
"Henrico County, VA",299.0,328153,Virginia,VA,3466.0,Henrico County
"Henry County, AL",32.2,17139,Alabama,AL,3770.0,Henry County
"Henry County, GA",119.59999999999994,229498,Georgia,GA,6746.0,Henry County
"Henry County, IA",27.6,18662,Iowa,IA,1638.0,Henry County
"Henry County, IL",64.4,48792,Illinois,IL,8459.0,Henry County
"Henry County, IN",64.4,45138,Indiana,IN,4116.0,Henry County
"Henry County, KY",27.6,16106,Kentucky,KY,1492.0,Henry County
"Henry County, MO",32.2,21747,Missouri,MO,2814.0,Henry County
"Henry County, OH",36.800000000000004,27086,Ohio,OH,4890.0,Henry County
"Henry County, TN",46.00000000000001,32193,Tennessee,TN,2959.0,Henry County
"Henry County, VA",69.0,50650,Virginia,VA,3466.0,Henry County
"Herkimer County, NY",91.99999999999997,61190,New York,NY,11847.0,Herkimer County
"Hernando County, FL",211.59999999999982,189846,Florida,FL,16059.0,Hernando County
"Hertford County, NC",27.6,21461,North Carolina,NC,2731.0,Hertford County
"Hettinger County, ND",13.799999999999999,2399,North Dakota,ND,375.0,Hettinger County
"Hickman County, KY",9.2,4348,Kentucky,KY,1492.0,Hickman County
"Hickman County, TN",32.2,23704,Tennessee,TN,2959.0,Hickman County
"Hickory County, MO",18.4,9500,Missouri,MO,2814.0,Hickory County
"Hidalgo County, NM",13.799999999999999,4213,New Mexico,NM,854.0,Hidalgo County
"Hidalgo County, TX",524.4000000000011,861183,Texas,TX,17706.0,Hidalgo County
"Highland County, OH",46.00000000000001,42989,Ohio,OH,4890.0,Highland County
"Highland County, VA",9.2,2210,Virginia,VA,3466.0,Highland County
"Highlands County, FL",128.79999999999993,104978,Florida,FL,16059.0,Highlands County
"Hill County, MT",32.2,16134,Montana,MT,252.0,Hill County
"Hill County, TX",55.20000000000001,35974,Texas,TX,17706.0,Hill County
"Hillsborough County, FL",1481.1999999999946,1423440,Florida,FL,16059.0,Hillsborough County
"Hillsborough County, NH",400.2000000000005,411411,New Hampshire,NH,452.0,Hillsborough County
"Hillsdale County, MI",59.80000000000001,44697,Michigan,MI,6581.0,Hillsdale County
"Hinds County, MS",299.0,229733,Mississippi,MS,3124.0,Hinds County
"Hinsdale County, CO",9.2,811,Colorado,CO,2094.0,Hinsdale County
"Hitchcock County, NE",9.2,2802,Nebraska,NE,636.0,Hitchcock County
"Hocking County, OH",36.800000000000004,28310,Ohio,OH,4890.0,Hocking County
"Hockley County, TX",36.800000000000004,22281,Texas,TX,17706.0,Hockley County
"Hodgeman County, KS",9.2,1818,Kansas,KS,962.0,Hodgeman County
"Hoke County, NC",46.00000000000001,54017,North Carolina,NC,2731.0,Hoke County
"Holmes County, FL",23.0,17935,Florida,FL,16059.0,Holmes County
"Holmes County, MS",27.6,16757,Mississippi,MS,3124.0,Holmes County
"Holmes County, OH",41.400000000000006,43852,Ohio,OH,4890.0,Holmes County
"Holt County, MO",18.4,4394,Missouri,MO,2814.0,Holt County
"Holt County, NE",23.0,10174,Nebraska,NE,636.0,Holt County
"Honolulu County, HI",1127.0000000000016,968359,Hawaii,HI,241.0,Honolulu County
"Hood County, TX",50.60000000000001,60285,Texas,TX,17706.0,Hood County
"Hood River County, OR",23.0,23428,Oregon,OR,596.0,Hood River County
"Hooker County, NE",9.2,682,Nebraska,NE,636.0,Hooker County
"Hoonah-Angoon Census Area, AK",13.799999999999999,2151,Alaska,AK,55.0,Hoonah-Angoon Census Area
"Hopewell city, VA",36.800000000000004,22596,Virginia,VA,3466.0,Hopewell city
"Hopkins County, KY",59.80000000000001,44618,Kentucky,KY,1492.0,Hopkins County
"Hopkins County, TX",46.00000000000001,36721,Texas,TX,17706.0,Hopkins County
"Horry County, SC",335.8000000000002,341455,South Carolina,SC,3620.0,Horry County
"Hot Spring County, AR",36.800000000000004,31557,Arkansas,AR,1622.0,Hot Spring County
"Hot Springs County, WY",13.799999999999999,4536,Wyoming,WY,59.0,Hot Springs County
"Houghton County, MI",59.80000000000001,33680,Michigan,MI,6581.0,Houghton County
"Houston County, AL",105.79999999999995,104107,Alabama,AL,3770.0,Houston County
"Houston County, GA",110.39999999999995,154803,Georgia,GA,6746.0,Houston County
"Houston County, MN",27.6,18565,Minnesota,MN,2289.0,Houston County
"Houston County, TN",18.4,8243,Tennessee,TN,2959.0,Houston County
"Houston County, TX",36.800000000000004,20636,Texas,TX,17706.0,Houston County
"Howard County, AR",18.4,13341,Arkansas,AR,1622.0,Howard County
"Howard County, IA",18.4,9178,Iowa,IA,1638.0,Howard County
"Howard County, IN",96.59999999999997,81957,Indiana,IN,4116.0,Howard County
"Howard County, MD",257.5999999999998,322763,Maryland,MD,4427.0,Howard County
"Howard County, MO",18.4,9554,Missouri,MO,2814.0,Howard County
"Howard County, NE",13.799999999999999,6468,Nebraska,NE,636.0,Howard County
"Howard County, TX",50.60000000000001,30920,Texas,TX,17706.0,Howard County
"Howell County, MO",41.400000000000006,39971,Missouri,MO,2814.0,Howell County
"Hubbard County, MN",36.800000000000004,21301,Minnesota,MN,2289.0,Hubbard County
"Hudson County, NJ",768.2000000000023,670819,New Jersey,NJ,14511.0,Hudson County
"Hudspeth County, TX",9.2,4709,Texas,TX,17706.0,Hudspeth County
"Huerfano County, CO",13.799999999999999,6874,Colorado,CO,2094.0,Huerfano County
"Hughes County, OK",27.6,11982,Oklahoma,OK,1418.0,Hughes County
"Hughes County, SD",23.0,17103,South Dakota,SD,376.0,Hughes County
"Humboldt County, CA",147.1999999999999,133517,California,CA,16663.0,Humboldt County
"Humboldt County, IA",23.0,9546,Iowa,IA,1638.0,Humboldt County
"Humboldt County, NV",23.0,16644,Nevada,NV,1625.0,Humboldt County
"Humphreys County, MS",18.4,8228,Mississippi,MS,3124.0,Humphreys County
"Humphreys County, TN",27.6,18354,Tennessee,TN,2959.0,Humphreys County
"Hunt County, TX",91.99999999999997,94488,Texas,TX,17706.0,Hunt County
"Hunterdon County, NJ",124.19999999999993,122302,New Jersey,NJ,14511.0,Hunterdon County
"Huntingdon County, PA",59.80000000000001,40570,Pennsylvania,PA,8865.0,Huntingdon County
"Huntington County, IN",46.00000000000001,35366,Indiana,IN,4116.0,Huntington County
"Huron County, MI",64.4,31112,Michigan,MI,6581.0,Huron County
